Input.image_url,Answer.Tag1,gender,age,city,id
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/ny/84e319d25dff11e39264128ba2e31fd7_5.jpg,f22,F,22,ny,84e319d25dff11e39264128ba2e31fd7_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/berlin/127b961e5f7411e399f612f861077171_5.jpg,m27,M,27,berlin,127b961e5f7411e399f612f861077171_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/berlin/127b961e5f7411e399f612f861077171_5.jpg,m34,M,34,berlin,127b961e5f7411e399f612f861077171_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/berlin/127b961e5f7411e399f612f861077171_5.jpg,M25,M,25,berlin,127b961e5f7411e399f612f861077171_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/berlin/12ef210c625711e39e6c122aa7b9c56f_5.jpg,F28,F,28,berlin,12ef210c625711e39e6c122aa7b9c56f_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/berlin/12ef210c625711e39e6c122aa7b9c56f_5.jpg,F23,F,23,berlin,12ef210c625711e39e6c122aa7b9c56f_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/berlin/12ef210c625711e39e6c122aa7b9c56f_5.jpg,F21,F,21,berlin,12ef210c625711e39e6c122aa7b9c56f_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/2ef6fd745fc411e3a50b1293d14edd3b_5.jpg,F23,F,23,bangkok,2ef6fd745fc411e3a50b1293d14edd3b_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/2ef6fd745fc411e3a50b1293d14edd3b_5.jpg,f22,F,22,bangkok,2ef6fd745fc411e3a50b1293d14edd3b_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/2ef6fd745fc411e3a50b1293d14edd3b_5.jpg,F20,F,20,bangkok,2ef6fd745fc411e3a50b1293d14edd3b_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/ny/84f5eb82605911e3b6a7126315c1ffe7_5.jpg,F25,F,25,ny,84f5eb82605911e3b6a7126315c1ffe7_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/ny/84f5eb82605911e3b6a7126315c1ffe7_5.jpg,F35,F,35,ny,84f5eb82605911e3b6a7126315c1ffe7_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/ny/84f5eb82605911e3b6a7126315c1ffe7_5.jpg,F26,F,26,ny,84f5eb82605911e3b6a7126315c1ffe7_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/5ebb7932623e11e3a1301282ca2e7262_5.jpg,F16,F,16,bangkok,5ebb7932623e11e3a1301282ca2e7262_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/5ebb7932623e11e3a1301282ca2e7262_5.jpg,F15,F,15,bangkok,5ebb7932623e11e3a1301282ca2e7262_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/5ebb7932623e11e3a1301282ca2e7262_5.jpg,F17,F,17,bangkok,5ebb7932623e11e3a1301282ca2e7262_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/2f99f2065fe011e3a1301282ca2e7262_5.jpg,F23,F,23,bangkok,2f99f2065fe011e3a1301282ca2e7262_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/2f99f2065fe011e3a1301282ca2e7262_5.jpg,F30,F,30,bangkok,2f99f2065fe011e3a1301282ca2e7262_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/2f99f2065fe011e3a1301282ca2e7262_5.jpg,f35,F,35,bangkok,2f99f2065fe011e3a1301282ca2e7262_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/berlin/134670b062ac11e3bd590a225f9f6f7b_5.jpg,M17,M,17,berlin,134670b062ac11e3bd590a225f9f6f7b_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/berlin/134670b062ac11e3bd590a225f9f6f7b_5.jpg,m26,M,26,berlin,134670b062ac11e3bd590a225f9f6f7b_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/berlin/134670b062ac11e3bd590a225f9f6f7b_5.jpg,M15,M,15,berlin,134670b062ac11e3bd590a225f9f6f7b_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/ny/85211548605c11e3931c0e0f73f68b66_5.jpg,F18,F,18,ny,85211548605c11e3931c0e0f73f68b66_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/ny/85211548605c11e3931c0e0f73f68b66_5.jpg,F33,F,33,ny,85211548605c11e3931c0e0f73f68b66_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/ny/85211548605c11e3931c0e0f73f68b66_5.jpg,F36,F,36,ny,85211548605c11e3931c0e0f73f68b66_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/5eca9df2610011e3aba40eb5267b13ce_5.jpg,M28,M,28,bangkok,5eca9df2610011e3aba40eb5267b13ce_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/5eca9df2610011e3aba40eb5267b13ce_5.jpg,F32,F,32,bangkok,5eca9df2610011e3aba40eb5267b13ce_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/5eca9df2610011e3aba40eb5267b13ce_5.jpg,F24,F,24,bangkok,5eca9df2610011e3aba40eb5267b13ce_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/31000e0460bd11e3849812006f78d5fc_5.jpg,M18,M,18,bangkok,31000e0460bd11e3849812006f78d5fc_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/31000e0460bd11e3849812006f78d5fc_5.jpg,M20,M,20,bangkok,31000e0460bd11e3849812006f78d5fc_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/31000e0460bd11e3849812006f78d5fc_5.jpg,M19,M,19,bangkok,31000e0460bd11e3849812006f78d5fc_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/ny/852f4db861cc11e383dc1219137b9e09_5.jpg,m19,M,19,ny,852f4db861cc11e383dc1219137b9e09_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/ny/852f4db861cc11e383dc1219137b9e09_5.jpg,M22,M,22,ny,852f4db861cc11e383dc1219137b9e09_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/ny/852f4db861cc11e383dc1219137b9e09_5.jpg,M23,M,23,ny,852f4db861cc11e383dc1219137b9e09_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/berlin/136e286a628111e384c01201eaa9cf62_5.jpg,M43,M,43,berlin,136e286a628111e384c01201eaa9cf62_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/berlin/136e286a628111e384c01201eaa9cf62_5.jpg,M49,M,49,berlin,136e286a628111e384c01201eaa9cf62_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/berlin/136e286a628111e384c01201eaa9cf62_5.jpg,M40,M,40,berlin,136e286a628111e384c01201eaa9cf62_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/001c1aa661a011e3a7060ea937b6d133_5.jpg,F21,F,21,bangkok,001c1aa661a011e3a7060ea937b6d133_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/001c1aa661a011e3a7060ea937b6d133_5.jpg,f16,F,16,bangkok,001c1aa661a011e3a7060ea937b6d133_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/001c1aa661a011e3a7060ea937b6d133_5.jpg,F26,F,26,bangkok,001c1aa661a011e3a7060ea937b6d133_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/5ee9966060f311e39ed7120829958d13_5.jpg,m34,M,34,bangkok,5ee9966060f311e39ed7120829958d13_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/5ee9966060f311e39ed7120829958d13_5.jpg,m23,M,23,bangkok,5ee9966060f311e39ed7120829958d13_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/5ee9966060f311e39ed7120829958d13_5.jpg,M20,M,20,bangkok,5ee9966060f311e39ed7120829958d13_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/ny/85bc5e3262db11e3a8621257b6061a99_5.jpg,f34,F,34,ny,85bc5e3262db11e3a8621257b6061a99_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/ny/85bc5e3262db11e3a8621257b6061a99_5.jpg,F28,F,28,ny,85bc5e3262db11e3a8621257b6061a99_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/ny/85bc5e3262db11e3a8621257b6061a99_5.jpg,F32,F,32,ny,85bc5e3262db11e3a8621257b6061a99_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/moscow/15a350645f1711e3b8000e96f5a90bdf_5.jpg,f18,F,18,moscow,15a350645f1711e3b8000e96f5a90bdf_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/moscow/15a350645f1711e3b8000e96f5a90bdf_5.jpg,f19,F,19,moscow,15a350645f1711e3b8000e96f5a90bdf_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/moscow/15a350645f1711e3b8000e96f5a90bdf_5.jpg,F18,F,18,moscow,15a350645f1711e3b8000e96f5a90bdf_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/310701c6607411e3bf410e241f4beda3_5.jpg,f20,F,20,bangkok,310701c6607411e3bf410e241f4beda3_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/310701c6607411e3bf410e241f4beda3_5.jpg,f18,F,18,bangkok,310701c6607411e3bf410e241f4beda3_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/310701c6607411e3bf410e241f4beda3_5.jpg,f16,F,16,bangkok,310701c6607411e3bf410e241f4beda3_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/5efd79c4629111e3acaa0e387b17fb11_5.jpg,F18,F,18,bangkok,5efd79c4629111e3acaa0e387b17fb11_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/5efd79c4629111e3acaa0e387b17fb11_5.jpg,F17,F,17,bangkok,5efd79c4629111e3acaa0e387b17fb11_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/5efd79c4629111e3acaa0e387b17fb11_5.jpg,F19,F,19,bangkok,5efd79c4629111e3acaa0e387b17fb11_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/berlin/1427c24c5e7711e3bc9d124bbc91aedb_5.jpg,F24,F,24,berlin,1427c24c5e7711e3bc9d124bbc91aedb_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/berlin/1427c24c5e7711e3bc9d124bbc91aedb_5.jpg,F26,F,26,berlin,1427c24c5e7711e3bc9d124bbc91aedb_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/berlin/1427c24c5e7711e3bc9d124bbc91aedb_5.jpg,F23,F,23,berlin,1427c24c5e7711e3bc9d124bbc91aedb_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/0029aa165d7911e3863312af00698892_5.jpg,M29,M,29,bangkok,0029aa165d7911e3863312af00698892_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/0029aa165d7911e3863312af00698892_5.jpg,m23,M,23,bangkok,0029aa165d7911e3863312af00698892_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/0029aa165d7911e3863312af00698892_5.jpg,M20,M,20,bangkok,0029aa165d7911e3863312af00698892_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/moscow/15ec6fde626311e3b0011203b0247fd0_5.jpg,F35,F,35,moscow,15ec6fde626311e3b0011203b0247fd0_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/moscow/15ec6fde626311e3b0011203b0247fd0_5.jpg,f29,F,29,moscow,15ec6fde626311e3b0011203b0247fd0_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/moscow/15ec6fde626311e3b0011203b0247fd0_5.jpg,F34,F,34,moscow,15ec6fde626311e3b0011203b0247fd0_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/31288afa61b711e3bee712e456c400f2_5.jpg,M21,M,21,bangkok,31288afa61b711e3bee712e456c400f2_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/31288afa61b711e3bee712e456c400f2_5.jpg,M22,M,22,bangkok,31288afa61b711e3bee712e456c400f2_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/31288afa61b711e3bee712e456c400f2_5.jpg,m20,M,20,bangkok,31288afa61b711e3bee712e456c400f2_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/5f71d602609811e3ab9712deb6b81b29_5.jpg,m23,M,23,bangkok,5f71d602609811e3ab9712deb6b81b29_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/5f71d602609811e3ab9712deb6b81b29_5.jpg,M23,M,23,bangkok,5f71d602609811e3ab9712deb6b81b29_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/5f71d602609811e3ab9712deb6b81b29_5.jpg,M32,M,32,bangkok,5f71d602609811e3ab9712deb6b81b29_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/ny/85f1a0a25eb111e3b7d512b0a3aaf2c4_5.jpg,M27,M,27,ny,85f1a0a25eb111e3b7d512b0a3aaf2c4_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/ny/85f1a0a25eb111e3b7d512b0a3aaf2c4_5.jpg,M25,M,25,ny,85f1a0a25eb111e3b7d512b0a3aaf2c4_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/ny/85f1a0a25eb111e3b7d512b0a3aaf2c4_5.jpg,m25,M,25,ny,85f1a0a25eb111e3b7d512b0a3aaf2c4_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/berlin/143cfebe62c311e3b1601202e6d85e9f_5.jpg,M26,M,26,berlin,143cfebe62c311e3b1601202e6d85e9f_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/berlin/143cfebe62c311e3b1601202e6d85e9f_5.jpg,M28,M,28,berlin,143cfebe62c311e3b1601202e6d85e9f_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/berlin/143cfebe62c311e3b1601202e6d85e9f_5.jpg,M32,M,32,berlin,143cfebe62c311e3b1601202e6d85e9f_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/moscow/165494fc600f11e3bf01125db3b0fbce_5.jpg,F18,F,18,moscow,165494fc600f11e3bf01125db3b0fbce_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/moscow/165494fc600f11e3bf01125db3b0fbce_5.jpg,F24,F,24,moscow,165494fc600f11e3bf01125db3b0fbce_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/moscow/165494fc600f11e3bf01125db3b0fbce_5.jpg,f22,F,22,moscow,165494fc600f11e3bf01125db3b0fbce_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/ny/8645b4985dea11e394a00ec3b6531b36_5.jpg,M29,M,29,ny,8645b4985dea11e394a00ec3b6531b36_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/ny/8645b4985dea11e394a00ec3b6531b36_5.jpg,m23,M,23,ny,8645b4985dea11e394a00ec3b6531b36_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/ny/8645b4985dea11e394a00ec3b6531b36_5.jpg,M23,M,23,ny,8645b4985dea11e394a00ec3b6531b36_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/003812205cef11e3842c12103ab7ffe2_5.jpg,F20,F,20,bangkok,003812205cef11e3842c12103ab7ffe2_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/003812205cef11e3842c12103ab7ffe2_5.jpg,F16,F,16,bangkok,003812205cef11e3842c12103ab7ffe2_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/003812205cef11e3842c12103ab7ffe2_5.jpg,F20,F,20,bangkok,003812205cef11e3842c12103ab7ffe2_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/berlin/145089c25d1211e3858e12972908f490_5.jpg,F30,F,30,berlin,145089c25d1211e3858e12972908f490_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/berlin/145089c25d1211e3858e12972908f490_5.jpg,F38,F,38,berlin,145089c25d1211e3858e12972908f490_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/berlin/145089c25d1211e3858e12972908f490_5.jpg,f28,F,28,berlin,145089c25d1211e3858e12972908f490_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/313fab865ce911e3af0b0ebe130bc6a6_5.jpg,M20,M,20,bangkok,313fab865ce911e3af0b0ebe130bc6a6_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/313fab865ce911e3af0b0ebe130bc6a6_5.jpg,M22,M,22,bangkok,313fab865ce911e3af0b0ebe130bc6a6_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/313fab865ce911e3af0b0ebe130bc6a6_5.jpg,m17,M,17,bangkok,313fab865ce911e3af0b0ebe130bc6a6_5.jpg
http://neen.ucsd.edu/Gnip_Instagram_data/MT/top1k/bangkok/5facc634627511e3b58a12d7702048c9_5.jpg,f18,F,18,bangkok,5facc634627511e3b58a12d7702048c9_5.jpg
